%Y-%m-%d-;NYSE
1995-08-02;300.16
1995-08-03;299.93
1995-08-04;299.91
1995-08-07;300.54
1995-08-08;300.59
1995-08-09;300.06
1995-08-10;299.25
1995-08-11;297.77
1995-08-14;299.75
1995-08-15;299.23
1995-08-16;299.84
1995-08-17;299.63
1995-08-18;299.79
1995-08-21;299.91
1995-08-22;300.16
1995-08-23;299.01
1995-08-24;299.35
1995-08-25;300.85
1995-08-28;300.69
1995-08-29;300.96
1995-08-30;301.4
1995-08-31;302
1995-09-01;303.23
1995-09-05;305.47
1995-09-06;306.39
1995-09-07;306.25
1995-09-08;307.39
1995-09-11;307.89
1995-09-12;309.34
1995-09-13;310.38
1995-09-14;312.75
1995-09-15;313
1995-09-18;312.56
1995-09-19;313.11
1995-09-20;314.33
1995-09-21;312.71
1995-09-22;311.88
1995-09-25;311.76
1995-09-26;311.82
1995-09-27;311.32
1995-09-28;313.29
1995-09-29;313.26
1995-10-02;312.08
1995-10-03;312.09
1995-10-04;311.74
1995-10-05;312.01
1995-10-06;312.38
1995-10-09;310.35
1995-10-10;309.41
1995-10-11;310.51
1995-10-12;312.37
1995-10-13;313.65
1995-10-16;312.99
1995-10-17;314.1
1995-10-18;314.29
1995-10-19;315.39
1995-10-20;313.83
1995-10-23;312.32
1995-10-24;312.9
1995-10-25;310.71
1995-10-26;307.56
1995-10-27;308.63
1995-10-30;310.14
1995-10-31;309.61
1995-11-01;311.02
1995-11-02;313.69
1995-11-03;314.27
1995-11-06;313.62
1995-11-07;312.99
1995-11-08;315.55
1995-11-09;315.97
1995-11-10;315.78
1995-11-13;315.63
1995-11-14;314.46
1995-11-15;316.47
1995-11-16;318.48
1995-11-17;320.12
1995-11-20;318.92
1995-11-21;320.23
1995-11-22;319.71
1995-11-24;320.4
1995-11-27;321.23
1995-11-28;322.99
1995-11-29;323.99
1995-11-30;323.59
1995-12-01;324.43
1995-12-04;327.6
1995-12-05;329.79
1995-12-06;330.83
1995-12-07;328.77
1995-12-08;329.02
1995-12-11;330.17
1995-12-12;329.8
1995-12-13;331.17
1995-12-14;329.1
1995-12-15;328.66
1995-12-18;323.66
1995-12-19;325.71
1995-12-20;323.61
1995-12-21;325.61
1995-12-22;326.35
1995-12-26;327.64
1995-12-27;328.13
1995-12-28;328.35
1995-12-29;329.51
1996-01-02;331.71
1996-01-03;332.63
1996-01-04;330.72
1996-01-05;330.18
1996-01-08;331.26
1996-01-09;327.48
1996-01-10;321.41
1996-01-11;323.28
1996-01-12;322.95
1996-01-15;322.29
1996-01-16;325.83
1996-01-17;325.29
1996-01-18;326.15
1996-01-19;327.86
1996-01-22;328.7
1996-01-23;328.53
1996-01-24;331.72
1996-01-25;330.55
1996-01-26;332.84
1996-01-29;334.2
1996-01-30;337.28
1996-01-31;340.03
1996-02-01;341.23
1996-02-02;340.09
1996-02-05;342.26
1996-02-06;344.68
1996-02-07;346.32
1996-02-08;349.15
1996-02-09;349.44
1996-02-12;351.7
1996-02-13;351.29
1996-02-14;349.35
1996-02-15;347.76
1996-02-16;346.19
1996-02-20;342.27
1996-02-21;345.66
1996-02-22;350.85
1996-02-23;350.94
1996-02-26;346.95
1996-02-27;345.59
1996-02-28;344.62
1996-02-29;342.8
1996-03-01;345.18
1996-03-04;348.87
1996-03-05;350.75
1996-03-06;349.48
1996-03-07;350.14
1996-03-08;339.74
1996-03-11;342.75
1996-03-12;341.39
1996-03-13;341.86
1996-03-14;343.4
1996-03-15;343.39
1996-03-18;348.78
1996-03-19;348.55
1996-03-20;348.2
1996-03-21;348.06
1996-03-22;348.77
1996-03-25;348.77
1996-03-26;350.03
1996-03-27;348.09
1996-03-28;348.28
1996-03-29;346.92
1996-04-01;350.94
1996-04-02;351.6
1996-04-03;351.81
1996-04-04;351.92
1996-04-08;345.65
1996-04-09;345.13
1996-04-10;340.93
1996-04-11;339.38
1996-04-12;342.41
1996-04-15;345.2
1996-04-16;346.28
1996-04-17;344.56
1996-04-18;345.39
1996-04-19;346.4
1996-04-22;347.82
1996-04-23;349.6
1996-04-24;348.96
1996-04-25;350.29
1996-04-26;350.82
1996-04-29;351.24
1996-04-30;351.24
1996-05-01;351.53
1996-05-02;346.21
1996-05-03;345.4
1996-05-06;344.74
1996-05-07;343.33
1996-05-08;345.98
1996-05-09;346.61
1996-05-10;350.02
1996-05-13;354.33
1996-05-14;356.52
1996-05-15;356.64
1996-05-16;356.41
1996-05-17;358.78
1996-05-20;361.09
1996-05-21;361.05
1996-05-22;363.69
1996-05-23;362.43
1996-05-24;363.74
1996-05-28;360.52
1996-05-29;358.44
1996-05-30;360.24
1996-05-31;358.83
1996-06-03;358.27
1996-06-04;360.8
1996-06-05;363.38
1996-06-06;361.1
1996-06-07;360.61
1996-06-10;360.17
1996-06-11;359.55
1996-06-12;358.68
1996-06-13;358.08
1996-06-14;357.2
1996-06-17;356.92
1996-06-18;355.58
1996-06-19;355.32
1996-06-20;354.96
1996-06-21;357.02
1996-06-24;358.01
1996-06-25;358.03
1996-06-26;355.87
1996-06-27;357.58
1996-06-28;359.2
1996-07-01;361.7
1996-07-02;361.01
1996-07-03;360.37
1996-07-05;353.24
1996-07-08;350.33
1996-07-09;351.57
1996-07-10;351.75
1996-07-11;346.64
1996-07-12;346.84
1996-07-15;338.67
1996-07-16;336.8
1996-07-17;340.1
1996-07-18;345.1
1996-07-19;342.91
1996-07-22;340.22
1996-07-23;337.14
1996-07-24;336.07
1996-07-25;338.37
1996-07-26;340.87
1996-07-29;338.64
1996-07-30;340.36
1996-07-31;342.7
1996-08-01;347.78
1996-08-02;353.87
1996-08-05;352.81
1996-08-06;353.65
1996-08-07;354.43
1996-08-08;353.91
1996-08-09;353.44
1996-08-12;355.13
1996-08-13;352.62
1996-08-14;353.64
1996-08-15;354.22
1996-08-16;355.96
1996-08-19;356.64
1996-08-20;356.61
1996-08-21;356.11
1996-08-22;358.72
1996-08-23;357.23
1996-08-26;355.89
1996-08-27;357.15
1996-08-28;356.79
1996-08-29;353.36
1996-08-30;350.99
1996-09-03;351.76
1996-09-04;352.37
1996-09-05;349.64
1996-09-06;352.67
1996-09-09;356.28
1996-09-10;356.49
1996-09-11;358
1996-09-12;359.73
1996-09-13;363.7
1996-09-16;365.42
1996-09-17;364.43
1996-09-18;363.44
1996-09-19;363.94
1996-09-20;365.77
1996-09-23;365.51
1996-09-24;365.23
1996-09-25;365.3
1996-09-26;365.99
1996-09-27;366.27
1996-09-30;367.33
1996-10-01;368.18
1996-10-02;370.54
1996-10-03;370.14
1996-10-04;374.16
1996-10-07;374.74
1996-10-08;373.51
1996-10-09;371.35
1996-10-10;370.35
1996-10-11;372.89
1996-10-14;374.23
1996-10-15;373.6
1996-10-16;374.53
1996-10-17;376.41
1996-10-18;378.32
1996-10-21;377.92
1996-10-22;376.22
1996-10-23;375.91
1996-10-24;373.78
1996-10-25;373.26
1996-10-28;370.98
1996-10-29;373.13
1996-10-30;372.72
1996-10-31;374.5
1996-11-01;373.68
1996-11-04;375.07
1996-11-05;378.43
1996-11-06;383.55
1996-11-07;384.91
1996-11-08;386.32
1996-11-11;386.83
1996-11-12;386.18
1996-11-13;386.91
1996-11-14;389.01
1996-11-15;390.02
1996-11-18;389.9
1996-11-19;391.8
1996-11-20;392.8
1996-11-21;392.25
1996-11-22;394.66
1996-11-25;398.86
1996-11-26;397.98
1996-11-27;397.48
1996-11-29;398.43
1996-12-02;398.14
1996-12-03;394.85
1996-12-04;393.23
1996-12-05;392.75
1996-12-06;390.15
1996-12-09;394.69
1996-12-10;393.9
1996-12-11;389.54
1996-12-12;384.29
1996-12-13;384.07
1996-12-16;380.85
1996-12-17;382.77
1996-12-18;385.17
1996-12-19;392.16
1996-12-20;394.11
1996-12-23;393.29
1996-12-24;395
1996-12-26;397.07
1996-12-27;398.1
1996-12-30;397.42
1996-12-31;392.3
1997-01-02;389.53
1997-01-03;394.06
1997-01-06;394.28
1997-01-07;396.9
1997-01-08;395.25
1997-01-09;398.58
1997-01-10;400.76
1997-01-13;400.71
1997-01-14;405.07
1997-01-15;405.04
1997-01-16;406.12
1997-01-17;409.31
1997-01-20;409.31
1997-01-21;411.57
1997-01-22;412.8
1997-01-23;409.15
1997-01-24;405.51
1997-01-27;402.78
1997-01-28;402.86
1997-01-29;406.09
1997-01-30;411.2
1997-01-31;411.98
1997-02-03;412.48
1997-02-04;413.34
1997-02-05;408.74
1997-02-06;409.89
1997-02-07;413.8
1997-02-10;412.35
1997-02-11;414.09
1997-02-12;419.88
1997-02-13;424.42
1997-02-14;423.48
1997-02-18;427.07
1997-02-19;425.57
1997-02-20;421.09
1997-02-21;421.01
1997-02-24;424.48
1997-02-25;425.53
1997-02-26;422.14
1997-02-27;417.89
1997-02-28;415.51
1997-03-03;417.34
1997-03-04;415.68
1997-03-05;420.67
1997-03-06;420.24
1997-03-07;423.83
1997-03-10;427.7
1997-03-11;427.06
1997-03-12;423.54
1997-03-13;415.87
1997-03-14;417.7
1997-03-17;418.37
1997-03-18;415.4
1997-03-19;413.59
1997-03-20;411.78
1997-03-21;412.8
1997-03-24;416
1997-03-25;415.41
1997-03-26;415.37
1997-03-27;407.43
1997-03-31;398.55
1997-04-01;399.8
1997-04-02;395.37
1997-04-03;394.4
1997-04-04;398.02
1997-04-07;400.68
1997-04-08;402.31
1997-04-09;400.29
1997-04-10;399.36
1997-04-11;389.47
1997-04-14;391.49
1997-04-15;397.62
1997-04-16;401.75
1997-04-17;400.65
1997-04-18;402.64
1997-04-21;399.4
1997-04-22;405.84
1997-04-23;404.71
1997-04-24;403.62
1997-04-25;400.38
1997-04-28;403.69
1997-04-29;413.62
1997-04-30;416.94
1997-05-01;415.71
1997-05-02;422.97
1997-05-05;431.43
1997-05-06;430.77
1997-05-07;424.95
1997-05-08;426.9
1997-05-09;429.23
1997-05-12;435.57
1997-05-13;433.97
1997-05-14;435.6
1997-05-15;437.65
1997-05-16;432.44
1997-05-19;434.14
1997-05-20;437.2
1997-05-21;436.21
1997-05-22;434.66
1997-05-23;440.28
1997-05-27;440.67
1997-05-28;439.66
1997-05-29;438.86
1997-05-30;441.78
1997-06-02;441.54
1997-06-03;442.36
1997-06-04;440.18
1997-06-05;441.64
1997-06-06;448.13
1997-06-09;450.17
1997-06-10;451.76
1997-06-11;453.5
1997-06-12;460.64
1997-06-13;465.17
1997-06-16;465.01
1997-06-17;465.09
1997-06-18;463.41
1997-06-19;467.76
1997-06-20;467.84
1997-06-23;458.49
1997-06-24;466.17
1997-06-25;462.9
1997-06-26;460.93
1997-06-27;463.3
1997-06-30;462.44
1997-07-01;466.01
1997-07-02;471.71
1997-07-03;477.68
1997-07-07;475.55
1997-07-08;478.49
1997-07-09;473.03
1997-07-10;476.27
1997-07-11;478.12
1997-07-14;478.11
1997-07-15;480.99
1997-07-16;485.24
1997-07-17;482.96
1997-07-18;475.97
1997-07-21;474.5
1997-07-22;483.89
1997-07-23;485.51
1997-07-24;487.31
1997-07-25;486.8
1997-07-28;485.93
1997-07-29;488.43
1997-07-30;493.57
1997-07-31;494.5
1997-08-01;490.98
1997-08-04;491.93
1997-08-05;492.96
1997-08-06;497
1997-08-07;492.62
1997-08-08;483.79
1997-08-11;485.21
1997-08-12;480.76
1997-08-13;478.42
1997-08-14;479.66
1997-08-15;469.1
1997-08-18;473.55
1997-08-19;479.54
1997-08-20;485.7
1997-08-21;479.76
1997-08-22;478.93
1997-08-25;478.03
1997-08-26;475.36
1997-08-27;476.05
1997-08-28;472.36
1997-08-29;470.48
1997-09-02;482.9
1997-09-03;483.71
1997-09-04;485.11
1997-09-05;484.64
1997-09-08;485.78
1997-09-09;486.69
1997-09-10;480.63
1997-09-11;477.06
1997-09-12;483.3
1997-09-15;482.6
1997-09-16;493.69
1997-09-17;493.21
1997-09-18;495.41
1997-09-19;496.56
1997-09-22;499.16
1997-09-23;496.95
1997-09-24;494.27
1997-09-25;491.52
1997-09-26;495.2
1997-09-29;498.98
1997-09-30;497.23
1997-10-01;501.08
1997-10-02;503.43
1997-10-03;505.69
1997-10-06;509.7
1997-10-07;514.21
1997-10-08;509.57
1997-10-09;508.16
1997-10-10;506.85
1997-10-13;507.4
1997-10-14;508.57
1997-10-15;506.89
1997-10-16;502.3
1997-10-17;496.57
1997-10-20;502.26
1997-10-21;510.19
1997-10-22;508.8
1997-10-23;499.49
1997-10-24;495.76
1997-10-27;463.21
1997-10-28;482.66
1997-10-29;482.93
1997-10-30;475.83
1997-10-31;481.14
1997-11-03;492.63
1997-11-04;494.06
1997-11-05;495.77
1997-11-06;493.75
1997-11-07;487.29
1997-11-10;484.87
1997-11-11;485.66
1997-11-12;476.93
1997-11-13;480.69
1997-11-14;486.06
1997-11-17;494.88
1997-11-18;491.18
1997-11-19;493.9
1997-11-20;500.54
1997-11-21;502.85
1997-11-24;495.14
1997-11-25;496.98
1997-11-26;497.31
1997-11-28;499.1
1997-12-01;507.73
1997-12-02;507.64
1997-12-03;510.15
1997-12-04;509.44
1997-12-05;514.31
1997-12-08;513.44
1997-12-09;510.86
1997-12-10;507.7
1997-12-11;500.42
1997-12-12;500
1997-12-15;504.12
1997-12-16;506.75
1997-12-17;506.59
1997-12-18;501.69
1997-12-19;497.39
1997-12-22;500.48
1997-12-23;494.85
1997-12-24;492.32
1997-12-26;493.6
1997-12-29;501.49
1997-12-30;510.28
1997-12-31;511.19
1998-01-02;512.15
1998-01-05;512.77
1998-01-06;507.33
1998-01-07;506.18
1998-01-08;501.64
1998-01-09;487.47
1998-01-12;491.61
1998-01-13;497.75
1998-01-14;501.35
1998-01-15;497.95
1998-01-16;503.67
1998-01-20;511.92
1998-01-21;507.9
1998-01-22;503.79
1998-01-23;500.68
1998-01-26;500.28
1998-01-27;505.2
1998-01-28;509.22
1998-01-29;513.13
1998-01-30;510.63
1998-02-02;520.72
1998-02-03;523
1998-02-04;523.58
1998-02-05;522.97
1998-02-06;526.31
1998-02-09;525.97
1998-02-10;529.96
1998-02-11;530.75
1998-02-12;532.61
1998-02-13;531.28
1998-02-17;532.79
1998-02-18;537.23
1998-02-19;535.01
1998-02-20;537.49
1998-02-23;538.41
1998-02-24;534.82
1998-02-25;540.38
1998-02-26;543.39
1998-02-27;544.26
1998-03-02;544.63
1998-03-03;546.89
1998-03-04;544.46
1998-03-05;540.31
1998-03-06;549.64
1998-03-09;549.44
1998-03-10;555
1998-03-11;557.3
1998-03-12;557.9
1998-03-13;557.17
1998-03-16;561.94
1998-03-17;563.09
1998-03-18;565.62
1998-03-19;567.38
1998-03-20;572.61
1998-03-23;570.54
1998-03-24;574.96
1998-03-25;572.76
1998-03-26;572.21
1998-03-27;569.8
1998-03-30;568.89
1998-03-31;572.78
1998-04-01;576.41
1998-04-02;582.04
1998-04-03;583.08
1998-04-06;583.17
1998-04-07;577.75
1998-04-08;573.68
1998-04-09;578.35
1998-04-13;577.77
1998-04-14;581.31
1998-04-15;582.77
1998-04-16;576.91
1998-04-17;584.11
1998-04-20;584.01
1998-04-21;584.8
1998-04-22;585.62
1998-04-23;580.55
1998-04-24;574.47
1998-04-27;563.05
1998-04-28;563.56
1998-04-29;568.3
1998-04-30;577.37
1998-05-01;581.91
1998-05-04;582.73
1998-05-05;579.75
1998-05-06;574.57
1998-05-07;570.22
1998-05-08;575.72
1998-05-11;575.27
1998-05-12;578.28
1998-05-13;579.2
1998-05-14;578.31
1998-05-15;574.4
1998-05-18;572.08
1998-05-19;573.92
1998-05-20;578.63
1998-05-21;576.9
1998-05-22;574.78
1998-05-26;566.26
1998-05-27;563.93
1998-05-28;567.1
1998-05-29;565.28
1998-06-01;565.14
1998-06-02;565.35
1998-06-03;561.43
1998-06-04;566.35
1998-06-05;575.37
1998-06-08;576.82
1998-06-09;577.5
1998-06-10;574.37
1998-06-11;565.5
1998-06-12;566.67
1998-06-15;554.89
1998-06-16;558.92
1998-06-17;568.65
1998-06-18;567.49
1998-06-19;563.92
1998-06-22;564.88
1998-06-23;571.63
1998-06-24;577.18
1998-06-25;576.14
1998-06-26;577.53
1998-06-29;580.17
1998-06-30;578.73
1998-07-01;585.6
1998-07-02;585.8
1998-07-06;590.82
1998-07-07;589.76
1998-07-08;594.35
1998-07-09;590.23
1998-07-10;592.18
1998-07-13;591.42
1998-07-14;597.61
1998-07-15;595.49
1998-07-16;599.99
1998-07-17;600.75
1998-07-20;599.21
1998-07-21;590.67
1998-07-22;588.81
1998-07-23;576.68
1998-07-24;576.32
1998-07-27;577.43
1998-07-28;569.49
1998-07-29;567.42
1998-07-30;575.26
1998-07-31;565.27
1998-08-03;560.89
1998-08-04;541.36
1998-08-05;544.01
1998-08-06;547.8
1998-08-07;549.5
1998-08-10;545.72
1998-08-11;537.95
1998-08-12;545.46
1998-08-13;541.06
1998-08-14;535.71
1998-08-17;543.99
1998-08-18;552.03
1998-08-19;550.05
1998-08-20;546.22
1998-08-21;540.82
1998-08-24;543.72
1998-08-25;545.01
1998-08-26;539.56
1998-08-27;518.82
1998-08-28;512.12
1998-08-31;480.6
1998-09-01;495.93
1998-09-02;494.63
1998-09-03;489.89
1998-09-04;486.31
1998-09-08;508.59
1998-09-09;500.57
1998-09-10;487.77
1998-09-11;500.03
1998-09-14;510.21
1998-09-15;513.92
1998-09-16;518.05
1998-09-17;506.31
1998-09-18;507.54
1998-09-21;507.43
1998-09-22;510.6
1998-09-23;526.95
1998-09-24;516.59
1998-09-25;515.68
1998-09-28;518.03
1998-09-29;518.28
1998-09-30;504.47
1998-10-01;490.22
1998-10-02;498.16
1998-10-05;492.44
1998-10-06;491.51
1998-10-07;484.68
1998-10-08;477.2
1998-10-09;486.7
1998-10-12;492.95
1998-10-13;492.14
1998-10-14;496.98
1998-10-15;516.46
1998-10-16;522.24
1998-10-19;525.5
1998-10-20;528.28
1998-10-21;529.4
1998-10-22;533
1998-10-23;529.82
1998-10-26;530
1998-10-27;527.76
1998-10-28;527.65
1998-10-29;536.31
1998-10-30;543.35
1998-11-02;551.24
1998-11-03;551.8
1998-11-04;555.14
1998-11-05;562.18
1998-11-06;565.1
1998-11-09;559.14
1998-11-10;557.42
1998-11-11;553.36
1998-11-12;552.56
1998-11-13;556.17
1998-11-16;560.28
1998-11-17;561.02
1998-11-18;563.46
1998-11-19;566.75
1998-11-20;572.08
1998-11-23;582.25
1998-11-24;579.69
1998-11-25;581.04
1998-11-27;583
1998-11-30;571.5
1998-12-01;573.33
1998-12-02;571.79
1998-12-03;563.45
1998-12-04;573.49
1998-12-07;577.33
1998-12-08;574.92
1998-12-09;574.79
1998-12-10;566.08
1998-12-11;564.82
1998-12-14;554.53
1998-12-15;562.74
1998-12-16;562.89
1998-12-17;570.15
1998-12-18;572.07
1998-12-21;577.7
1998-12-22;578.75
1998-12-23;588.95
1998-12-24;589.07
1998-12-28;589.01
1998-12-29;597.05
1998-12-30;594.27
1998-12-31;595.81
1999-01-04;594.12
1999-01-05;599.91
1999-01-06;611.01
1999-01-07;609.19
1999-01-08;611.06
1999-01-11;604.04
1999-01-12;594.59
1999-01-13;590.72
1999-01-14;581.07
1999-01-15;593.39
1999-01-19;594.83
1999-01-20;596.09
1999-01-21;588.03
1999-01-22;583.75
1999-01-25;586.06
1999-01-26;591.45
1999-01-27;588.08
1999-01-28;595.4
1999-01-29;600.44
1999-02-01;597.46
1999-02-02;594.1
1999-02-03;598.58
1999-02-04;591.05
1999-02-05;587.29
1999-02-08;586.64
1999-02-09;576.62
1999-02-10;578.61
1999-02-11;589.74
1999-02-12;581.46
1999-02-16;586.73
1999-02-17;580.35
1999-02-18;586.46
1999-02-19;586.56
1999-02-22;600.23
1999-02-23;598.02
1999-02-24;591.57
1999-02-25;587.43
1999-02-26;586.46
1999-03-01;585.43
1999-03-02;582.94
1999-03-03;582.55
1999-03-04;590.75
1999-03-05;603.14
1999-03-08;604.1
1999-03-09;602.93
1999-03-10;606.48
1999-03-11;611.67
1999-03-12;611.54
1999-03-15;615.22
1999-03-16;614.08
1999-03-17;610.65
1999-03-18;617.61
1999-03-19;610.68
1999-03-22;610.49
1999-03-23;595.45
1999-03-24;596.59
1999-03-25;604.86
1999-03-26;602.35
1999-03-29;613.16
1999-03-30;608.65
1999-03-31;603.59
1999-04-01;604.99
1999-04-05;614.63
1999-04-06;612.32
1999-04-07;616.23
1999-04-08;624.28
1999-04-09;626.59
1999-04-12;633.13
1999-04-13;631.67
1999-04-14;625.67
1999-04-15;622.89
1999-04-16;624.9
1999-04-19;615.88
1999-04-20;620.84
1999-04-21;633.71
1999-04-22;640.97
1999-04-23;639.3
1999-04-26;638.83
1999-04-27;643.27
1999-04-28;640.32
1999-04-29;638.09
1999-04-30;634.3
1999-05-03;644.18
1999-05-04;636.1
1999-05-05;640.54
1999-05-06;636.22
1999-05-07;641.24
1999-05-10;639.34
1999-05-11;645.77
1999-05-12;647.68
1999-05-13;651.35
1999-05-14;638.45
1999-05-17;636.92
1999-05-18;634.19
1999-05-19;639.54
1999-05-20;639.42
1999-05-21;636.87
1999-05-24;626.05
1999-05-25;617.34
1999-05-26;624.84
1999-05-27;614.02
1999-05-28;622.26
1999-06-01;621.28
1999-06-02;620.5
1999-06-03;624.2
1999-06-04;634.52
1999-06-07;636.94
1999-06-08;630.77
1999-06-09;629.28
1999-06-10;622.85
1999-06-11;619.5
1999-06-14;619.6
1999-06-15;622.28
1999-06-16;632.17
1999-06-17;636.07
1999-06-18;636.55
1999-06-21;636.94
1999-06-22;633.11
1999-06-23;630.75
1999-06-24;623.97
1999-06-25;623.34
1999-06-28;628.89
1999-06-29;637.99
1999-06-30;648.13
1999-07-01;651.33
1999-07-02;655.12
1999-07-06;654.77
1999-07-07;656.47
1999-07-08;654.05
1999-07-09;657.68
1999-07-12;655.79
1999-07-13;653.64
1999-07-14;654.9
1999-07-15;660.75
1999-07-16;663.12
1999-07-19;658.57
1999-07-20;647.27
1999-07-21;647.48
1999-07-22;641.78
1999-07-23;638.87
1999-07-26;635.9
1999-07-27;640.69
1999-07-28;640.4
1999-07-29;630.81
1999-07-30;626.07
1999-08-02;625.34
1999-08-03;622.4
1999-08-04;614.46
1999-08-05;617.39
1999-08-06;611.04
1999-08-09;610.46
1999-08-10;603.37
1999-08-11;610.22
1999-08-12;610.63
1999-08-13;621.38
1999-08-16;622.89
1999-08-17;628.71
1999-08-18;623.65
1999-08-19;620.36
1999-08-20;626.09
1999-08-23;634.81
1999-08-24;633.88
1999-08-25;639.96
1999-08-26;632.34
1999-08-27;625.71
1999-08-30;615.13
1999-08-31;612.33
1999-09-01;617.29
1999-09-02;611.33
1999-09-03;625.89
1999-09-07;623.71
1999-09-08;621.87
1999-09-09;621.99
1999-09-10;622.9
1999-09-13;620.81
1999-09-14;615.11
1999-09-15;608.47
1999-09-16;607.32
1999-09-17;613.1
1999-09-20;612.1
1999-09-21;600.99
1999-09-22;601.16
1999-09-23;590.98
1999-09-24;589.54
1999-09-27;591.62
1999-09-28;590.08
1999-09-29;586.24
1999-09-30;592.79
1999-10-01;592.48
1999-10-04;600.59
1999-10-05;599.3
1999-10-06;609.9
1999-10-07;606.61
1999-10-08;613.51
1999-10-11;613.33
1999-10-12;603.38
1999-10-13;592.09
1999-10-14;591.33
1999-10-15;576.17
1999-10-18;579.62
1999-10-19;585.05
1999-10-20;593.79
1999-10-21;591.29
1999-10-22;601.16
1999-10-25;597.31
1999-10-26;591.24
1999-10-27;598.14
1999-10-28;618.15
1999-10-29;625.47
1999-11-01;621.72
1999-11-02;618.46
1999-11-03;621.46
1999-11-04;624.72
1999-11-05;627.36
1999-11-08;630.37
1999-11-09;625.99
1999-11-10;629.02
1999-11-11;629.39
1999-11-12;636.67
1999-11-15;637.31
1999-11-16;647.62
1999-11-17;644.51
1999-11-18;648.9
1999-11-19;646.12
1999-11-22;644.64
1999-11-23;637.14
1999-11-24;639.63
1999-11-26;639.95
1999-11-29;636.5
1999-11-30;631.18
1999-12-01;634.77
1999-12-02;637.16
1999-12-03;646.73
1999-12-06;641.66
1999-12-07;635.08
1999-12-08;634.31
1999-12-09;636.05
1999-12-10;639.49
1999-12-13;636.51
1999-12-14;632.07
1999-12-15;631.93
1999-12-16;631.76
1999-12-17;631.65
1999-12-20;629.44
1999-12-21;632.89
1999-12-22;634.16
1999-12-23;644.06
1999-12-27;642.24
1999-12-28;644.3
1999-12-29;646.03
1999-12-30;647.21
1999-12-31;650.3
2000-01-03;639.52
2000-01-04;618.87
2000-01-05;621.07
2000-01-06;627.54
2000-01-07;642.41
2000-01-10;646.74
2000-01-11;640.69
2000-01-12;639.94
2000-01-13;646.58
2000-01-14;649.77
2000-01-18;643.92
2000-01-19;645.37
2000-01-20;640.51
2000-01-21;639.58
2000-01-24;625.24
2000-01-25;624.83
2000-01-26;628.43
2000-01-27;626.76
2000-01-28;611.81
2000-01-31;621.73
2000-02-01;624.84
2000-02-02;625.93
2000-02-03;629.63
2000-02-04;626.9
2000-02-07;623.84
2000-02-08;629.04
2000-02-09;616.98
2000-02-10;614.43
2000-02-11;604.46
2000-02-14;605.09
2000-02-15;610.88
2000-02-16;604.97
2000-02-17;601.26
2000-02-18;586.67
2000-02-22;590.12
2000-02-23;588.63
2000-02-24;583.57
2000-02-25;576.42
2000-02-28;584.2
2000-02-29;592.64
2000-03-01;599.48
2000-03-02;601.5
2000-03-03;610.47
2000-03-06;604.02
2000-03-07;588.57
2000-03-08;591.23
2000-03-09;603
2000-03-10;599.34
2000-03-13;594.61
2000-03-14;588.43
2000-03-15;605.02
2000-03-16;634.44
2000-03-17;632.98
2000-03-20;631.14
2000-03-21;642.79
2000-03-22;643.24
2000-03-23;652.31
2000-03-24;652.5
2000-03-27;649.14
2000-03-28;645.46
2000-03-29;649.36
2000-03-30;645.67
2000-03-31;647.7
2000-04-03;659.66
2000-04-04;652.3
2000-04-05;650.53
2000-04-06;658.79
2000-04-07;659.43
2000-04-10;659.71
2000-04-11;661.2
2000-04-12;654.25
2000-04-13;644.61
2000-04-14;611.49
2000-04-17;620.21
2000-04-18;634.81
2000-04-19;633.27
2000-04-20;639.41
2000-04-24;642.18
2000-04-25;658.77
2000-04-26;654.31
2000-04-27;650.45
2000-04-28;644.16
2000-05-01;650.57
2000-05-02;645.75
2000-05-03;631.91
2000-05-04;631.47
2000-05-05;638.33
2000-05-08;640.3
2000-05-09;636.29
2000-05-10;628.36
2000-05-11;636.89
2000-05-12;642.86
2000-05-15;655.78
2000-05-16;658.83
2000-05-17;650.98
2000-05-18;649.59
2000-05-19;639.55
2000-05-22;634.92
2000-05-23;630.28
2000-05-24;635.18
2000-05-25;629.8
2000-05-26;628.89
2000-05-30;641.38
2000-05-31;643.6
2000-06-01;651.46
2000-06-02;659.69
2000-06-05;655.16
2000-06-06;653
2000-06-07;655.88
2000-06-08;651.94
2000-06-09;648.44
2000-06-12;646.78
2000-06-13;653.63
2000-06-14;656.73
2000-06-15;657.44
2000-06-16;649.68
2000-06-19;654.35
2000-06-20;649.26
2000-06-21;648.98
2000-06-22;641.54
2000-06-23;639.96
2000-06-26;643.94
2000-06-27;643.71
2000-06-28;644.21
2000-06-29;642.75
2000-06-30;642.93
2000-07-03;650.19
2000-07-05;644.9
2000-07-06;645.75
2000-07-07;654.36
2000-07-10;656.29
2000-07-11;659.9
2000-07-12;661.13
2000-07-13;659.71
2000-07-14;663.8
2000-07-17;663.2
2000-07-18;658.21
2000-07-19;656.95
2000-07-20;660.19
2000-07-21;655.38
2000-07-24;651
2000-07-25;652.56
2000-07-26;644.81
2000-07-27;647.2
2000-07-28;639.16
2000-07-31;640.63
2000-08-01;647.96
2000-08-02;650.31
2000-08-03;651.71
2000-08-04;657.79
2000-08-07;663.52
2000-08-08;665.7
2000-08-09;660.57
2000-08-10;659.25
2000-08-11;664.74
2000-08-14;672.05
2000-08-15;668.01
2000-08-16;666.25
